file,mean_rms_db,median_rms_db,std_rms_db,silence_ratio,num_frames,sr
HD-Track2-train\HD-Track2-train-zh\Repetition Requests\0198_0006.wav,-42.969200134277344,-30.743061065673828,26.352981567382812,0.3243589743589744,1560,16000
HD-Track2-train\HD-Track2-train-zh\Repetition Requests\0198_0007.wav,-44.1902961730957,-30.36298942565918,27.28505516052246,0.3563873067534581,1229,16000
HD-Track2-train\HD-Track2-train-zh\Repetition Requests\0198_0008.wav,-45.43646240234375,-31.112159729003906,28.11402702331543,0.3719270420301348,1261,16000
HD-Track2-train\HD-Track2-train-zh\Repetition Requests\0198_0009.wav,-40.23249435424805,-29.821582794189453,23.530927658081055,0.3114215283483977,2434,16000
HD-Track2-train\HD-Track2-train-zh\Repetition Requests\0199_0001.wav,-42.66912841796875,-30.78754425048828,23.81193733215332,0.30780669144981415,1345,16000
HD-Track2-train\HD-Track2-train-zh\Repetition Requests\0199_0003.wav,-44.000431060791016,-32.480018615722656,23.40683937072754,0.35254691689008044,1492,16000
HD-Track2-train\HD-Track2-train-zh\Repetition Requests\0199_0005.wav,-42.226341247558594,-31.32025146484375,22.630308151245117,0.3382022471910112,1780,16000
HD-Track2-train\HD-Track2-train-zh\Repetition Requests\0199_0006.wav,-42.226165771484375,-30.135255813598633,23.67099380493164,0.3287037037037037,1512,16000
HD-Track2-train\HD-Track2-train-zh\Repetition Requests\0199_0007.wav,-41.86174392700195,-30.483726501464844,23.296537399291992,0.3103448275862069,1508,16000
HD-Track2-train\HD-Track2-train-zh\Repetition Requests\0199_0008.wav,-44.090389251708984,-31.45362663269043,23.71137046813965,0.362420830401126,1421,16000
HD-Track2-train\HD-Track2-train-zh\Repetition Requests\0199_0009.wav,-41.07637023925781,-30.451013565063477,22.298236846923828,0.2968481375358166,1745,16000
HD-Track2-train\HD-Track2-train-zh\Repetition Requests\0200_0001.wav,-43.287078857421875,-32.44072341918945,23.604970932006836,0.35081502480510274,1411,16000
HD-Track2-train\HD-Track2-train-zh\Repetition Requests\0200_0002.wav,-45.74452590942383,-34.549705505371094,23.57012939453125,0.36377590176515734,1303,16000
HD-Track2-train\HD-Track2-train-zh\Repetition Requests\0200_0003.wav,-47.834529876708984,-36.711708068847656,24.098539352416992,0.41723874904652936,1311,16000
HD-Track2-train\HD-Track2-train-zh\Repetition Requests\0200_0004.wav,-44.0238151550293,-34.16377258300781,22.08295249938965,0.3479236812570146,1782,16000
HD-Track2-train\HD-Track2-train-zh\Repetition Requests\0200_0005.wav,-46.44064712524414,-34.65687561035156,24.153629302978516,0.38847117794486213,1197,16000
HD-Track2-train\HD-Track2-train-zh\Repetition Requests\0200_0006.wav,-43.80382537841797,-34.035282135009766,23.126855850219727,0.36642156862745096,1632,16000
HD-Track2-train\HD-Track2-train-zh\Repetition Requests\0200_0007.wav,-43.99809646606445,-32.979671478271484,23.181962966918945,0.3383873190902826,1451,16000
HD-Track2-train\HD-Track2-train-zh\Repetition Requests\0200_0008.wav,-46.02815246582031,-34.10966873168945,24.041492462158203,0.36715724244771497,1291,16000
HD-Track2-train\HD-Track2-train-zh\Repetition Requests\0200_0009.wav,-45.406829833984375,-35.06404495239258,23.170194625854492,0.3803843605036448,1509,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0102_0001.wav,-43.18455505371094,-29.294395446777344,25.759870529174805,0.3517186250999201,1251,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0102_0002.wav,-41.80351638793945,-29.069242477416992,25.506481170654297,0.31013147718484146,1293,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0102_0003.wav,-43.128761291503906,-29.98513412475586,25.34598159790039,0.3381995133819951,1233,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0102_0004.wav,-44.77261734008789,-30.655248641967773,26.605838775634766,0.35225225225225226,1110,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0102_0005.wav,-42.28667449951172,-29.16335105895996,25.125858306884766,0.3131014063656551,1351,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0102_0006.wav,-41.5538330078125,-28.742610931396484,25.129926681518555,0.29705215419501135,1323,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0102_0007.wav,-42.13212585449219,-30.54737091064453,23.96019172668457,0.3145990404386566,1459,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0102_0008.wav,-45.535194396972656,-31.657608032226562,26.691299438476562,0.387603305785124,1210,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0102_0009.wav,-41.61614227294922,-30.281940460205078,23.97400665283203,0.31215469613259667,1448,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0103_0001.wav,-44.780784606933594,-31.560527801513672,25.747594833374023,0.3645743766122098,1163,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0103_0002.wav,-43.779361724853516,-30.104454040527344,26.032054901123047,0.3591304347826087,1150,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0103_0003.wav,-45.85477828979492,-34.046775817871094,25.558395385742188,0.3585409252669039,1124,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0103_0004.wav,-48.94245147705078,-35.44182586669922,26.426055908203125,0.4173748819641171,1059,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0103_0005.wav,-43.857086181640625,-33.46696853637695,23.537498474121094,0.34102026554856746,1431,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0103_0006.wav,-41.436466217041016,-31.914596557617188,22.829727172851562,0.311577752553916,1762,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0103_0007.wav,-44.125511169433594,-32.79291534423828,24.764589309692383,0.35436893203883496,1442,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0103_0008.wav,-45.07230758666992,-31.422603607177734,26.19985008239746,0.36432160804020103,1194,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0103_0009.wav,-47.41192626953125,-32.831424713134766,28.004348754882812,0.3923337091319053,887,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0104_0001.wav,-47.23598098754883,-31.883399963378906,28.149913787841797,0.3469557964970809,1199,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0104_0002.wav,-48.50820541381836,-32.23591995239258,29.493165969848633,0.361646234676007,1142,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0104_0003.wav,-45.49896240234375,-31.791519165039062,26.789461135864258,0.3171334431630972,1214,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0104_0004.wav,-46.75181198120117,-31.73133087158203,28.47222900390625,0.3274981765134938,1371,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0104_0005.wav,-45.66962814331055,-30.266420364379883,27.466590881347656,0.3468773513920241,1329,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0104_0006.wav,-43.079315185546875,-29.966350555419922,25.3953800201416,0.3168469860896445,1294,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0104_0007.wav,-49.50956344604492,-32.13518524169922,29.532949447631836,0.4076858813700919,1197,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0104_0008.wav,-42.184173583984375,-29.37105369567871,25.712635040283203,0.304307974335472,1091,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0104_0009.wav,-45.28825759887695,-29.88370704650879,27.895845413208008,0.3340080971659919,1482,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0105_0001.wav,-45.212406158447266,-39.41979217529297,14.020415306091309,0.45317410433689503,1591,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0105_0002.wav,-46.669097900390625,-39.85662841796875,15.441510200500488,0.48444976076555024,836,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0105_0003.wav,-45.82809829711914,-39.602970123291016,14.764537811279297,0.4638619201725998,927,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0105_0004.wav,-49.89054870605469,-40.56230163574219,17.881332397460938,0.5204419889502763,905,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0105_0005.wav,-44.13902282714844,-38.51811218261719,14.69239616394043,0.4027777777777778,936,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0105_0007.wav,-44.392791748046875,-38.611515045166016,15.156686782836914,0.39438339438339437,819,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0105_0008.wav,-44.844905853271484,-39.60536193847656,13.649035453796387,0.46924603174603174,1008,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0105_0009.wav,-44.37016677856445,-39.62131118774414,13.548142433166504,0.46816143497757845,1115,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0106_0003.wav,-31.930652618408203,-29.110370635986328,10.166508674621582,0.2558139534883721,946,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0106_0004.wav,-30.391937255859375,-27.355558395385742,10.276800155639648,0.23474663908996898,967,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0106_0005.wav,-33.59563446044922,-31.548965454101562,10.742846488952637,0.2690992018244014,877,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0106_0006.wav,-35.144935607910156,-32.105960845947266,10.770915031433105,0.33668341708542715,796,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0106_0009.wav,-32.40879821777344,-28.944103240966797,10.734977722167969,0.26831785345717235,969,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0107_0001.wav,-43.295249938964844,-30.0393123626709,25.418872833251953,0.3245791245791246,1485,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0107_0002.wav,-46.66880416870117,-30.495723724365234,29.01719093322754,0.3507664562669071,1109,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0107_0003.wav,-45.0246467590332,-29.810928344726562,28.04759407043457,0.3174962292609351,1326,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0107_0004.wav,-44.19318389892578,-30.01226043701172,27.243694305419922,0.30576208178438663,1076,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0107_0005.wav,-47.799217224121094,-31.471141815185547,28.35228157043457,0.36860670194003525,1134,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0107_0006.wav,-45.85539627075195,-30.294004440307617,28.539485931396484,0.32113821138211385,984,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0107_0007.wav,-45.004695892333984,-30.455997467041016,26.530960083007812,0.3409090909090909,1100,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0107_0008.wav,-47.69507598876953,-29.75524139404297,30.155763626098633,0.3732162458836443,911,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0108_0001.wav,-43.246437072753906,-38.102783203125,14.606425285339355,0.41721854304635764,1057,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0108_0002.wav,-42.98379135131836,-37.386417388916016,14.990445137023926,0.3870967741935484,775,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0108_0003.wav,-42.00390625,-37.06421661376953,14.204265594482422,0.37145049884881043,1303,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0108_0005.wav,-43.45283508300781,-38.31964111328125,14.338863372802734,0.4439306358381503,865,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0108_0006.wav,-42.2428092956543,-37.142642974853516,13.931681632995605,0.3746397694524496,1041,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0108_0007.wav,-41.29117202758789,-35.551902770996094,14.6903657913208,0.35639412997903563,1431,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0108_0008.wav,-42.69339370727539,-36.31355285644531,15.308664321899414,0.405189620758483,1002,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0108_0009.wav,-41.819252014160156,-35.97621154785156,14.868345260620117,0.34515119916579773,959,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0109_0001.wav,-39.77384948730469,-31.256103515625,20.028640747070312,0.23486682808716708,826,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0109_0002.wav,-42.05821228027344,-32.20298385620117,21.506277084350586,0.2732447817836812,1054,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0109_0004.wav,-46.5430908203125,-32.31233215332031,26.137672424316406,0.3349282296650718,836,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0109_0005.wav,-42.59157943725586,-31.760395050048828,24.140060424804688,0.24951830443159922,1038,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0109_0006.wav,-41.28948974609375,-30.417802810668945,23.438968658447266,0.24581005586592178,895,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0109_0007.wav,-41.537803649902344,-30.29039192199707,23.378799438476562,0.2488479262672811,868,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0109_0008.wav,-40.339473724365234,-30.339908599853516,22.641952514648438,0.24225865209471767,1098,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0109_0009.wav,-43.65217208862305,-31.03536605834961,23.891340255737305,0.2902408111533587,789,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0110_0001.wav,-45.8515625,-39.97590637207031,15.097195625305176,0.4987363100252738,1187,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0110_0002.wav,-46.3597297668457,-40.53970718383789,15.208569526672363,0.5175757575757576,825,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0110_0003.wav,-44.095333099365234,-39.20790100097656,14.691125869750977,0.4741463414634146,1025,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0110_0004.wav,-46.31510543823242,-40.951332092285156,16.00747299194336,0.5176125244618396,1022,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0110_0005.wav,-49.1208381652832,-44.51398468017578,16.03559684753418,0.6196581196581197,936,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0110_0006.wav,-45.6357421875,-41.129913330078125,14.976078987121582,0.5327552986512524,1038,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0110_0007.wav,-46.2722053527832,-42.16438293457031,14.158339500427246,0.5886075949367089,1106,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0110_0008.wav,-47.11065673828125,-42.0097770690918,15.179244995117188,0.556407447973713,913,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0110_0009.wav,-47.130645751953125,-41.728050231933594,15.31533145904541,0.5567951318458418,986,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0111_0002.wav,-42.06524658203125,-34.24772644042969,20.835283279418945,0.25686813186813184,728,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0111_0003.wav,-40.694881439208984,-31.95488929748535,21.32373809814453,0.2354188759278897,943,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0111_0004.wav,-42.709041595458984,-32.60074996948242,23.17340660095215,0.2526690391459075,843,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0111_0005.wav,-42.37339401245117,-32.51567077636719,22.930856704711914,0.24586977648202138,1029,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0111_0006.wav,-41.51405715942383,-31.62598419189453,22.40363121032715,0.24159402241594022,803,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0111_0007.wav,-47.791954040527344,-34.602291107177734,25.19822120666504,0.3390728476821192,755,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0111_0008.wav,-41.99956512451172,-31.54296875,23.036148071289062,0.23503325942350334,902,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0112_0001.wav,-47.499305725097656,-39.50505828857422,17.015897750854492,0.4857916102841678,739,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0112_0002.wav,-44.40684127807617,-36.562255859375,16.475330352783203,0.4066390041493776,964,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0112_0003.wav,-43.0776252746582,-36.14352035522461,16.04881477355957,0.3560528992878942,983,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0112_0004.wav,-44.8988037109375,-35.73733901977539,17.103233337402344,0.4003189792663477,627,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0112_0005.wav,-45.17538833618164,-36.342559814453125,17.121122360229492,0.4134419551934827,982,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0112_0006.wav,-45.741729736328125,-37.04711151123047,17.275243759155273,0.4388235294117647,850,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0112_0007.wav,-41.39013671875,-33.93716812133789,15.95320987701416,0.3412489006156552,1137,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0112_0008.wav,-46.028968811035156,-37.271934509277344,16.872482299804688,0.4367469879518072,996,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0112_0009.wav,-42.152931213378906,-33.958465576171875,16.368101119995117,0.3588235294117647,1360,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0113_0001.wav,-38.585811614990234,-22.360443115234375,30.88627815246582,0.32200886262924666,1354,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0113_0002.wav,-37.77278137207031,-22.117774963378906,30.866926193237305,0.3118892508143323,1228,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0113_0003.wav,-37.0668830871582,-21.144237518310547,31.05596923828125,0.3140016570008285,1207,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0113_0004.wav,-37.2886848449707,-23.211122512817383,29.597614288330078,0.30735930735930733,1386,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0113_0005.wav,-38.09587478637695,-22.358800888061523,30.834980010986328,0.30180567497850386,1163,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0113_0006.wav,-36.15984344482422,-22.285001754760742,29.649517059326172,0.28442437923250563,1329,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0113_0007.wav,-37.26028060913086,-21.472517013549805,31.19124984741211,0.31166666666666665,1200,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0113_0008.wav,-38.2201042175293,-21.707353591918945,31.545246124267578,0.3137614678899083,1090,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0113_0009.wav,-39.25106430053711,-22.569665908813477,30.77363395690918,0.33763094278807415,1241,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0114_0001.wav,-47.86918640136719,-35.13092803955078,24.639739990234375,0.3903654485049834,1204,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0114_0002.wav,-46.86784362792969,-34.98573684692383,23.56704330444336,0.3995451099317665,1319,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0114_0003.wav,-50.32543182373047,-37.103633880615234,24.84691619873047,0.4355628058727569,1226,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0114_0004.wav,-47.763973236083984,-34.35330581665039,25.012378692626953,0.38499646142958244,1413,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0114_0005.wav,-48.6099853515625,-35.02867889404297,25.155115127563477,0.4009584664536741,1252,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0114_0007.wav,-46.9045524597168,-34.36970520019531,24.351150512695312,0.3723554301833568,1418,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0114_0008.wav,-53.435150146484375,-38.238670349121094,27.788238525390625,0.48717948717948717,858,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0114_0009.wav,-48.7920036315918,-34.05870056152344,25.766225814819336,0.39708404802744424,1166,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0115_0001.wav,-45.75678253173828,-33.44859313964844,28.27654457092285,0.3802197802197802,910,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0115_0002.wav,-45.13798522949219,-33.240089416503906,26.58574867248535,0.365832614322692,1159,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0115_0003.wav,-43.14411926269531,-29.512062072753906,27.55143165588379,0.35314384151593453,1161,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0115_0004.wav,-42.55460739135742,-31.346216201782227,25.41687774658203,0.3330860534124629,1348,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0115_0006.wav,-42.87710189819336,-28.471088409423828,28.393787384033203,0.32919254658385094,966,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0115_0007.wav,-44.14438247680664,-29.770841598510742,28.537805557250977,0.34146341463414637,943,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0115_0008.wav,-42.2098388671875,-30.295520782470703,26.712350845336914,0.3099099099099099,1110,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0115_0009.wav,-41.33898162841797,-31.358509063720703,25.072498321533203,0.3067440174039159,1379,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0116_0001.wav,-44.762855529785156,-32.80493927001953,23.88205909729004,0.3477051460361613,1438,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0116_0002.wav,-43.041927337646484,-31.05107307434082,24.055706024169922,0.31878031878031876,1443,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0116_0003.wav,-46.117183685302734,-31.233402252197266,26.53227996826172,0.354806739345887,1009,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0116_0004.wav,-43.221370697021484,-31.337745666503906,24.671401977539062,0.3045843045843046,1287,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0116_0005.wav,-42.179805755615234,-29.730859756469727,24.432329177856445,0.31362275449101795,1336,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0116_0006.wav,-46.47043228149414,-31.2227725982666,26.448734283447266,0.3680870353581142,1103,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0116_0007.wav,-44.056640625,-30.567401885986328,26.232868194580078,0.3152542372881356,1180,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0116_0009.wav,-43.38190460205078,-30.23439598083496,25.37480926513672,0.3184498736310025,1187,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0117_0001.wav,-44.980098724365234,-32.1640625,26.993741989135742,0.3386281588447653,1385,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0117_0002.wav,-46.46623992919922,-31.978118896484375,29.963804244995117,0.34875749785775495,1167,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0117_0003.wav,-50.081905364990234,-31.227367401123047,35.82904815673828,0.3768248175182482,1096,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0117_0004.wav,-46.25072479248047,-30.829444885253906,30.066484451293945,0.35701438848920863,1112,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0117_0005.wav,-48.19034194946289,-32.30485153198242,28.669260025024414,0.4144222415291051,1151,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0117_0006.wav,-46.07217788696289,-31.325111389160156,29.895586013793945,0.3428345209817894,1263,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0117_0007.wav,-49.81123352050781,-30.973541259765625,34.19147491455078,0.38427947598253276,916,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0117_0008.wav,-46.54053497314453,-31.785974502563477,28.50609588623047,0.366696191319752,1129,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0117_0009.wav,-45.02090835571289,-29.30535125732422,28.475139617919922,0.3382352941176471,1020,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0118_0001.wav,-45.11402893066406,-32.5357666015625,25.150341033935547,0.3380398671096346,1204,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0118_0002.wav,-46.29401779174805,-31.35586166381836,27.293642044067383,0.37059415911379656,993,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0118_0003.wav,-43.39308166503906,-29.520654678344727,26.507333755493164,0.3233743409490334,1138,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0118_0004.wav,-45.55496597290039,-32.19597244262695,25.88292121887207,0.3822784810126582,1185,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0118_0005.wav,-47.224098205566406,-34.16552734375,25.938648223876953,0.3894542090656799,1081,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0118_0006.wav,-49.999107360839844,-33.4000244140625,28.468544006347656,0.43558282208588955,815,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0118_0007.wav,-47.14041519165039,-31.90899658203125,27.4860897064209,0.352803738317757,856,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0118_0008.wav,-47.18605422973633,-32.01602554321289,27.068317413330078,0.4020332717190388,1082,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0118_0009.wav,-44.39635467529297,-30.891036987304688,25.75185203552246,0.33947157726180943,1249,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0119_0001.wav,-45.74012756347656,-33.633758544921875,24.408714294433594,0.3692564745196324,1197,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0119_0002.wav,-47.48249435424805,-33.26110076904297,26.1326904296875,0.3780487804878049,984,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0119_0003.wav,-43.986080169677734,-31.344249725341797,25.03824806213379,0.33159268929503916,1149,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0119_0004.wav,-43.33556365966797,-31.007877349853516,24.302696228027344,0.3192868719611021,1234,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0119_0005.wav,-46.35331344604492,-31.686302185058594,27.370763778686523,0.37599093997734995,883,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0119_0006.wav,-43.733314514160156,-30.56093978881836,25.937297821044922,0.3391866913123845,1082,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0119_0007.wav,-45.76702880859375,-31.638620376586914,26.048419952392578,0.3817468105986261,1019,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0119_0008.wav,-43.28936767578125,-30.50631332397461,24.915348052978516,0.3426001635322976,1223,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0119_0009.wav,-42.05457305908203,-28.697368621826172,25.28114891052246,0.3171127331711273,1233,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0120_0001.wav,-41.39818572998047,-28.049129486083984,25.75967788696289,0.30198019801980197,1212,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0120_0002.wav,-40.451263427734375,-28.8453369140625,24.78706169128418,0.2693783576362241,1303,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0120_0003.wav,-42.292842864990234,-28.03392219543457,26.43157958984375,0.31607629427792916,1101,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0120_0004.wav,-40.91893005371094,-28.9271297454834,24.69010353088379,0.26916932907348246,1252,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0120_0005.wav,-44.400169372558594,-30.24020767211914,26.60089683532715,0.3426294820717131,1004,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0120_0006.wav,-45.8947868347168,-30.219327926635742,27.7398738861084,0.3710895361380798,927,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0120_0007.wav,-43.63384246826172,-30.627883911132812,25.56262969970703,0.3263254113345521,1094,16000
HD-Track2-train\HD-Track2-train-zh\Silence or Termination\0120_0008.wav,-44.068294525146484,-30.146991729736328,26.84231948852539,0.304162219850587,937,16000
