scenario,filename,duration_sec
Repetition Requests,0005_0015_add.wav,25.469
Repetition Requests,0005_0017.wav,29.3100625
Repetition Requests,0005_0020_add.wav,28.0704375
Repetition Requests,0005_0030.wav,27.5600625
Repetition Requests,0005_0032.wav,30.73
Repetition Requests,0005_0038.wav,25.58
Repetition Requests,0005_0049.wav,29.6600625
Repetition Requests,0006_0003_add.wav,23.29675
Repetition Requests,0006_0004_add.wav,21.398
Repetition Requests,0006_0008_add.wav,22.336125
Repetition Requests,0006_0010_add.wav,29.071625
Repetition Requests,0006_0020_add.wav,24.01325
Repetition Requests,0006_0036.wav,28.96
Repetition Requests,0006_0039.wav,29.600125
Repetition Requests,0006_0043.wav,27.2500625
Repetition Requests,0006_0047.wav,26.5
Repetition Requests,0006_0057.wav,24.48
Repetition Requests,0007_0001_add.wav,24.9646875
Repetition Requests,0007_0004_add.wav,24.836125
Repetition Requests,0007_0005.wav,27.98
Repetition Requests,0007_0014_add.wav,27.939625
Repetition Requests,0007_0015_add.wav,27.8401875
Repetition Requests,0007_0018_add.wav,27.822875
Repetition Requests,0007_0027.wav,26.0300625
Repetition Requests,0007_0033.wav,28.2099375
Repetition Requests,0007_0043.wav,25.6300625
Repetition Requests,0007_0044.wav,26.9800625
Repetition Requests,0008_0004.wav,25.3799375
Repetition Requests,0008_0004_add.wav,22.3443125
Repetition Requests,0008_0005_add.wav,22.5935
Repetition Requests,0008_0006_add.wav,23.2488125
Repetition Requests,0008_0011_add.wav,25.1555
Repetition Requests,0008_0012.wav,27.0700625
Repetition Requests,0008_0013.wav,25.8499375
Repetition Requests,0008_0015_add.wav,29.83225
Repetition Requests,0008_0040.wav,25.1599375
Repetition Requests,0008_0055.wav,24.47
Repetition Requests,0009_0002_add.wav,26.0035
Repetition Requests,0009_0007_add.wav,23.8936875
Repetition Requests,0009_0011_add.wav,23.95575
Repetition Requests,0009_0013_add.wav,29.087375
Repetition Requests,0009_0018_add.wav,24.1043125
Repetition Requests,0009_0023.wav,28.69
Repetition Requests,0009_0037.wav,28.38
Repetition Requests,0009_0038.wav,29.55
Repetition Requests,0009_0045.wav,35.11
Repetition Requests,0009_0047.wav,29.4100625
Repetition Requests,0010_0002.wav,28.2899375
Repetition Requests,0010_0004_add.wav,22.592875
Repetition Requests,0010_0005_add.wav,27.5335
Repetition Requests,0010_0010.wav,33.5000625
Repetition Requests,0010_0011.wav,36.46
Repetition Requests,0010_0011_add.wav,25.84775
Repetition Requests,0010_0013.wav,30.74
Repetition Requests,0010_0014_add.wav,28.0446875
Repetition Requests,0010_0018_add.wav,23.8346875
Repetition Requests,0010_0051.wav,34.3000625
Repetition Requests,clean_0001_0005_add.wav,27.1665625
Repetition Requests,clean_0001_0007.wav,31.64
Repetition Requests,clean_0001_0009_add.wav,22.3630625
Repetition Requests,clean_0001_0010.wav,34.08
Repetition Requests,clean_0001_0017_add.wav,25.2208125
Repetition Requests,clean_0001_0019_add.wav,23.2745
Repetition Requests,clean_0001_0020_add.wav,21.6385625
Repetition Requests,clean_0001_0021.wav,34.74
Repetition Requests,clean_0001_0022.wav,29.55
Repetition Requests,clean_0001_0039.wav,30.09
Repetition Requests,clean_0002_0001_add.wav,20.7263125
Repetition Requests,clean_0002_0003_add.wav,22.3535
Repetition Requests,clean_0002_0004_add.wav,25.82225
Repetition Requests,clean_0002_0006_add.wav,21.681
Repetition Requests,clean_0002_0010_add.wav,24.72225
Repetition Requests,clean_0002_0013.wav,28.0
Repetition Requests,clean_0002_0021.wav,30.04
Repetition Requests,clean_0002_0032.wav,27.42
Repetition Requests,clean_0002_0037.wav,24.86
Repetition Requests,clean_0002_0050.wav,29.99
Repetition Requests,clean_0003_0001.wav,27.33
Repetition Requests,clean_0003_0009_add.wav,21.331625
Repetition Requests,clean_0003_0010_add.wav,20.6846875
Repetition Requests,clean_0003_0014_add.wav,24.850625
Repetition Requests,clean_0003_0015_add.wav,26.506125
Repetition Requests,clean_0003_0020_add.wav,26.0185625
Repetition Requests,clean_0003_0037.wav,28.02
Repetition Requests,clean_0003_0038.wav,27.18
Repetition Requests,clean_0003_0042.wav,26.81
Repetition Requests,clean_0003_0046.wav,29.3
Repetition Requests,clean_0004_0002.wav,27.05
Repetition Requests,clean_0004_0003_add.wav,23.2175625
Repetition Requests,clean_0004_0005.wav,30.06
Repetition Requests,clean_0004_0009_add.wav,23.45575
Repetition Requests,clean_0004_0010_add.wav,27.0575625
Repetition Requests,clean_0004_0011.wav,28.2
Repetition Requests,clean_0004_0014_add.wav,22.46675
Repetition Requests,clean_0004_0016_add.wav,28.4230625
Repetition Requests,clean_0004_0050.wav,31.15
Repetition Requests,clean_0004_0055.wav,32.2
Repetition Requests,clean_0005_0003_add.wav,24.6369375
Repetition Requests,clean_0005_0004_add.wav,23.689375
Repetition Requests,clean_0005_0012_add.wav,26.8291875
Repetition Requests,clean_0005_0015_add.wav,25.469
Repetition Requests,clean_0005_0017.wav,29.32
Repetition Requests,clean_0005_0020_add.wav,28.0704375
Repetition Requests,clean_0005_0030.wav,27.57
Repetition Requests,clean_0005_0032.wav,30.74
Repetition Requests,clean_0005_0038.wav,25.59
Repetition Requests,clean_0005_0049.wav,29.67
Repetition Requests,clean_0006_0003_add.wav,23.29675
Repetition Requests,clean_0006_0004_add.wav,21.398
Repetition Requests,clean_0006_0008_add.wav,22.336125
Repetition Requests,clean_0006_0010_add.wav,29.071625
Repetition Requests,clean_0006_0020_add.wav,24.01325
Repetition Requests,clean_0006_0036.wav,28.97
Repetition Requests,clean_0006_0039.wav,29.61
Repetition Requests,clean_0006_0043.wav,27.26
Repetition Requests,clean_0006_0047.wav,26.51
Repetition Requests,clean_0006_0057.wav,24.49
Repetition Requests,clean_0007_0001_add.wav,24.9646875
Repetition Requests,clean_0007_0004_add.wav,24.836125
Repetition Requests,clean_0007_0005.wav,27.99
Repetition Requests,clean_0007_0014_add.wav,27.939625
Repetition Requests,clean_0007_0015_add.wav,27.8401875
Repetition Requests,clean_0007_0018_add.wav,27.822875
Repetition Requests,clean_0007_0027.wav,26.04
Repetition Requests,clean_0007_0033.wav,28.22
Repetition Requests,clean_0007_0043.wav,25.64
Repetition Requests,clean_0007_0044.wav,26.99
Repetition Requests,clean_0008_0004.wav,25.39
Repetition Requests,clean_0008_0004_add.wav,22.3443125
Repetition Requests,clean_0008_0005_add.wav,22.5935
Repetition Requests,clean_0008_0006_add.wav,23.2488125
Repetition Requests,clean_0008_0011_add.wav,25.1555
Repetition Requests,clean_0008_0012.wav,27.08
Repetition Requests,clean_0008_0013.wav,25.86
Repetition Requests,clean_0008_0015_add.wav,29.83225
Repetition Requests,clean_0008_0040.wav,25.17
Repetition Requests,clean_0008_0055.wav,24.48
Repetition Requests,clean_0009_0002_add.wav,26.0035
Repetition Requests,clean_0009_0007_add.wav,23.8936875
Repetition Requests,clean_0009_0011_add.wav,23.95575
Repetition Requests,clean_0009_0013_add.wav,29.087375
Repetition Requests,clean_0009_0018_add.wav,24.1043125
Repetition Requests,clean_0009_0023.wav,28.7
Repetition Requests,clean_0009_0037.wav,28.39
Repetition Requests,clean_0009_0038.wav,29.56
Repetition Requests,clean_0009_0045.wav,35.12
Repetition Requests,clean_0009_0047.wav,29.42
Repetition Requests,clean_0010_0002.wav,28.3
Repetition Requests,clean_0010_0004_add.wav,22.592875
Repetition Requests,clean_0010_0005_add.wav,27.5335
Repetition Requests,clean_0010_0010.wav,33.51
Repetition Requests,clean_0010_0011.wav,36.47
Repetition Requests,clean_0010_0011_add.wav,25.84775
Repetition Requests,clean_0010_0013.wav,30.75
Repetition Requests,clean_0010_0014_add.wav,28.0446875
Repetition Requests,clean_0010_0018_add.wav,23.8346875
Repetition Requests,clean_0010_0051.wav,34.31
Silence or Termination,0001_0004_add.wav,24.1035
Silence or Termination,0001_0005_add.wav,28.8888125
Silence or Termination,0001_0006.wav,24.1900625
Silence or Termination,0001_0007_add.wav,23.4663125
Silence or Termination,0001_0016_add.wav,22.49675
Silence or Termination,0001_0017.wav,22.6800625
Silence or Termination,0001_0019_add.wav,22.8855
Silence or Termination,0001_0030.wav,25.12
Silence or Termination,0001_0032.wav,28.23
Silence or Termination,0001_0038.wav,24.8400625
Silence or Termination,0002_0011.wav,23.4200625
Silence or Termination,0002_0011_add.wav,24.4736875
Silence or Termination,0002_0013_add.wav,24.059375
Silence or Termination,0002_0014.wav,23.0500625
Silence or Termination,0002_0018_add.wav,22.609375
Silence or Termination,0002_0019.wav,23.2900625
Silence or Termination,0002_0019_add.wav,24.463875
Silence or Termination,0002_0020_add.wav,26.3885625
Silence or Termination,0002_0035.wav,22.8000625
Silence or Termination,0002_0047.wav,21.2900625
Silence or Termination,0003_0001_add.wav,22.500625
Silence or Termination,0003_0002_add.wav,25.141625
Silence or Termination,0003_0004_add.wav,25.76775
Silence or Termination,0003_0007_add.wav,23.0520625
Silence or Termination,0003_0016_add.wav,24.2543125
Silence or Termination,0003_0035.wav,22.8899375
Silence or Termination,0003_0036.wav,22.57
Silence or Termination,0003_0038.wav,20.9799375
Silence or Termination,0003_0043.wav,25.5
Silence or Termination,0003_0049.wav,23.9100625
Silence or Termination,0004_0002_add.wav,27.0340625
Silence or Termination,0004_0004_add.wav,25.0236875
Silence or Termination,0004_0010_add.wav,25.8826875
Silence or Termination,0004_0018_add.wav,26.802875
Silence or Termination,0004_0019_add.wav,25.79225
Silence or Termination,0004_0028.wav,20.75
Silence or Termination,0004_0032.wav,22.2799375
Silence or Termination,0004_0035.wav,21.87
Silence or Termination,0004_0039.wav,23.2200625
Silence or Termination,0004_0046.wav,23.3600625
Silence or Termination,0005_0003_add.wav,25.29225
Silence or Termination,0005_0005_add.wav,25.3088125
Silence or Termination,0005_0008_add.wav,25.3691875
Silence or Termination,0005_0012.wav,23.85
Silence or Termination,0005_0013_add.wav,26.0191875
Silence or Termination,0005_0015.wav,24.5000625
Silence or Termination,0005_0017_add.wav,26.199
Silence or Termination,0005_0025.wav,23.6300625
Silence or Termination,0005_0037.wav,23.21
Silence or Termination,0005_0043.wav,23.99
Silence or Termination,0006_0002.wav,22.14
Silence or Termination,0006_0003_add.wav,26.8669375
Silence or Termination,0006_0005_add.wav,21.8930625
Silence or Termination,0006_0013_add.wav,22.8788125
Silence or Termination,0006_0016_add.wav,26.6335
Silence or Termination,0006_0020.wav,21.59
Silence or Termination,0006_0020_add.wav,24.5720625
Silence or Termination,0006_0033.wav,22.9100625
Silence or Termination,0006_0044.wav,21.97
Silence or Termination,0006_0049.wav,23.2499375
Silence or Termination,0007_0012_add.wav,23.57125
Silence or Termination,0007_0013_add.wav,24.675125
Silence or Termination,0007_0014.wav,22.4600625
Silence or Termination,0007_0016_add.wav,25.5459375
Silence or Termination,0007_0018_add.wav,22.9801875
Silence or Termination,0007_0019_add.wav,28.5869375
Silence or Termination,0007_0023.wav,22.02875
Silence or Termination,0007_0028.wav,22.1099375
Silence or Termination,0007_0038.wav,22.45
Silence or Termination,0007_0046.wav,20.7999375
Silence or Termination,0008_0002.wav,20.67
Silence or Termination,0008_0003_add.wav,24.2436875
Silence or Termination,0008_0004.wav,22.37
Silence or Termination,0008_0007_add.wav,25.4869375
Silence or Termination,0008_0008_add.wav,25.3801875
Silence or Termination,0008_0015_add.wav,23.4504375
Silence or Termination,0008_0019_add.wav,24.2846875
Silence or Termination,0008_0027.wav,21.960125
Silence or Termination,0008_0033.wav,22.0100625
Silence or Termination,0008_0050.wav,22.7500625
Silence or Termination,0009_0002_add.wav,24.1326875
Silence or Termination,0009_0003.wav,22.08
Silence or Termination,0009_0004_add.wav,25.93775
Silence or Termination,0009_0008_add.wav,24.1459375
Silence or Termination,0009_0011.wav,21.35
Silence or Termination,0009_0011_add.wav,27.857375
Silence or Termination,0009_0012_add.wav,23.4481875
Silence or Termination,0009_0024.wav,21.800125
Silence or Termination,0009_0033.wav,21.6100625
Silence or Termination,0009_0045.wav,20.68
Silence or Termination,0010_0001_add.wav,25.359375
Silence or Termination,0010_0010.wav,21.1100625
Silence or Termination,0010_0012_add.wav,20.6720625
Silence or Termination,0010_0013_add.wav,26.213875
Silence or Termination,0010_0016_add.wav,23.713875
Silence or Termination,0010_0018_add.wav,23.2801875
Silence or Termination,0010_0033.wav,23.820125
Silence or Termination,0010_0035.wav,22.5099375
Silence or Termination,0010_0041.wav,22.43
Silence or Termination,0010_0049.wav,22.310125
Silence or Termination,clean_0001_0004_add.wav,24.1035
Silence or Termination,clean_0001_0005_add.wav,28.8888125
Silence or Termination,clean_0001_0006.wav,24.2
Silence or Termination,clean_0001_0007_add.wav,23.4663125
Silence or Termination,clean_0001_0016_add.wav,22.49675
Silence or Termination,clean_0001_0017.wav,22.69
Silence or Termination,clean_0001_0019_add.wav,22.8855
Silence or Termination,clean_0001_0030.wav,25.13
Silence or Termination,clean_0001_0032.wav,28.24
Silence or Termination,clean_0001_0038.wav,24.85
Silence or Termination,clean_0002_0011.wav,23.43
Silence or Termination,clean_0002_0011_add.wav,24.4736875
Silence or Termination,clean_0002_0013_add.wav,24.059375
Silence or Termination,clean_0002_0014.wav,23.06
Silence or Termination,clean_0002_0018_add.wav,22.609375
Silence or Termination,clean_0002_0019.wav,23.3
Silence or Termination,clean_0002_0019_add.wav,24.463875
Silence or Termination,clean_0002_0020_add.wav,26.3885625
Silence or Termination,clean_0002_0035.wav,22.81
Silence or Termination,clean_0002_0047.wav,21.3
Silence or Termination,clean_0003_0001_add.wav,22.500625
Silence or Termination,clean_0003_0002_add.wav,25.141625
Silence or Termination,clean_0003_0004_add.wav,25.76775
Silence or Termination,clean_0003_0007_add.wav,23.0520625
Silence or Termination,clean_0003_0016_add.wav,24.2543125
Silence or Termination,clean_0003_0035.wav,22.9
Silence or Termination,clean_0003_0036.wav,22.58
Silence or Termination,clean_0003_0038.wav,20.99
Silence or Termination,clean_0003_0043.wav,25.51
Silence or Termination,clean_0003_0049.wav,23.92
Silence or Termination,clean_0004_0002_add.wav,27.0340625
Silence or Termination,clean_0004_0004_add.wav,25.0236875
Silence or Termination,clean_0004_0010_add.wav,25.8826875
Silence or Termination,clean_0004_0018_add.wav,26.802875
Silence or Termination,clean_0004_0019_add.wav,25.79225
Silence or Termination,clean_0004_0028.wav,20.76
Silence or Termination,clean_0004_0032.wav,22.29
Silence or Termination,clean_0004_0035.wav,21.88
Silence or Termination,clean_0004_0039.wav,23.23
Silence or Termination,clean_0004_0046.wav,23.37
Silence or Termination,clean_0005_0003_add.wav,25.29225
Silence or Termination,clean_0005_0005_add.wav,25.3088125
Silence or Termination,clean_0005_0008_add.wav,25.3691875
Silence or Termination,clean_0005_0012.wav,23.86
Silence or Termination,clean_0005_0013_add.wav,26.0191875
Silence or Termination,clean_0005_0015.wav,24.51
Silence or Termination,clean_0005_0017_add.wav,26.199
Silence or Termination,clean_0005_0025.wav,23.64
Silence or Termination,clean_0005_0037.wav,23.22
Silence or Termination,clean_0005_0043.wav,24.0
Silence or Termination,clean_0006_0002.wav,22.15
Silence or Termination,clean_0006_0003_add.wav,26.8669375
Silence or Termination,clean_0006_0005_add.wav,21.8930625
Silence or Termination,clean_0006_0013_add.wav,22.8788125
Silence or Termination,clean_0006_0016_add.wav,26.6335
Silence or Termination,clean_0006_0020.wav,21.6
Silence or Termination,clean_0006_0020_add.wav,24.5720625
Silence or Termination,clean_0006_0033.wav,22.92
Silence or Termination,clean_0006_0044.wav,21.98
Silence or Termination,clean_0006_0049.wav,23.26
Silence or Termination,clean_0007_0012_add.wav,23.57125
Silence or Termination,clean_0007_0013_add.wav,24.675125
Silence or Termination,clean_0007_0014.wav,22.47
Silence or Termination,clean_0007_0016_add.wav,25.5459375
Silence or Termination,clean_0007_0018_add.wav,22.9801875
Silence or Termination,clean_0007_0019_add.wav,28.5869375
Silence or Termination,clean_0007_0023.wav,22.06
Silence or Termination,clean_0007_0028.wav,22.12
Silence or Termination,clean_0007_0038.wav,22.46
Silence or Termination,clean_0007_0046.wav,20.81
Silence or Termination,clean_0008_0002.wav,20.68
Silence or Termination,clean_0008_0003_add.wav,24.2436875
Silence or Termination,clean_0008_0004.wav,22.38
Silence or Termination,clean_0008_0007_add.wav,25.4869375
Silence or Termination,clean_0008_0008_add.wav,25.3801875
Silence or Termination,clean_0008_0015_add.wav,23.4504375
Silence or Termination,clean_0008_0019_add.wav,24.2846875
Silence or Termination,clean_0008_0027.wav,21.97
Silence or Termination,clean_0008_0033.wav,22.02
Silence or Termination,clean_0008_0050.wav,22.76
Silence or Termination,clean_0009_0002_add.wav,24.1326875
Silence or Termination,clean_0009_0003.wav,22.09
Silence or Termination,clean_0009_0004_add.wav,25.93775
Silence or Termination,clean_0009_0008_add.wav,24.1459375
Silence or Termination,clean_0009_0011.wav,21.36
Silence or Termination,clean_0009_0011_add.wav,27.857375
Silence or Termination,clean_0009_0012_add.wav,23.4481875
Silence or Termination,clean_0009_0024.wav,21.81
Silence or Termination,clean_0009_0033.wav,21.62
Silence or Termination,clean_0009_0045.wav,20.69
Silence or Termination,clean_0010_0001_add.wav,25.359375
Silence or Termination,clean_0010_0010.wav,21.12
Silence or Termination,clean_0010_0012_add.wav,20.6720625
Silence or Termination,clean_0010_0013_add.wav,26.213875
Silence or Termination,clean_0010_0016_add.wav,23.713875
Silence or Termination,clean_0010_0018_add.wav,23.2801875
Silence or Termination,clean_0010_0033.wav,23.83
Silence or Termination,clean_0010_0035.wav,22.52
Silence or Termination,clean_0010_0041.wav,22.44
Silence or Termination,clean_0010_0049.wav,22.32
Speech Directed at Others,0001_0004.wav,34.95
Speech Directed at Others,0001_0010.wav,32.7
Speech Directed at Others,0001_0011.wav,36.7
Speech Directed at Others,0001_0015.wav,32.15
Speech Directed at Others,0001_0017.wav,34.1
Speech Directed at Others,0001_0023.wav,36.75
Speech Directed at Others,0001_0025.wav,30.4
Speech Directed at Others,0001_0026.wav,34.8
Speech Directed at Others,0001_0028.wav,32.8
Speech Directed at Others,0001_0032.wav,31.3
Speech Directed at Others,0002_0002.wav,38.6
Speech Directed at Others,0002_0010.wav,35.1
Speech Directed at Others,0002_0012.wav,36.05
Speech Directed at Others,0002_0014.wav,34.95
Speech Directed at Others,0002_0018.wav,37.55
Speech Directed at Others,0002_0023.wav,37.0
Speech Directed at Others,0002_0025.wav,37.25
Speech Directed at Others,0002_0029.wav,36.45
Speech Directed at Others,0002_0033.wav,35.5
Speech Directed at Others,0002_0034.wav,38.8
Speech Directed at Others,0003_0012.wav,31.05
Speech Directed at Others,0003_0014.wav,36.2
Speech Directed at Others,0003_0018.wav,35.2
Speech Directed at Others,0003_0020.wav,36.1
Speech Directed at Others,0003_0022.wav,36.8
Speech Directed at Others,0003_0024.wav,39.55
Speech Directed at Others,0003_0025.wav,38.6
Speech Directed at Others,0003_0026.wav,42.1
Speech Directed at Others,0003_0030.wav,40.4
Speech Directed at Others,0003_0034.wav,36.85
Speech Directed at Others,0004_0002.wav,38.5
Speech Directed at Others,0004_0005.wav,39.4
Speech Directed at Others,0004_0009.wav,39.2
Speech Directed at Others,0004_0014.wav,38.9
Speech Directed at Others,0004_0016.wav,33.8
Speech Directed at Others,0004_0022.wav,37.85
Speech Directed at Others,0004_0025.wav,36.2
Speech Directed at Others,0004_0029.wav,38.5
Speech Directed at Others,0004_0032.wav,40.0
Speech Directed at Others,0004_0035.wav,36.05
Speech Directed at Others,0005_0003.wav,36.5
Speech Directed at Others,0005_0004.wav,37.0
Speech Directed at Others,0005_0006.wav,39.85
Speech Directed at Others,0005_0010.wav,35.8
Speech Directed at Others,0005_0012.wav,38.9
Speech Directed at Others,0005_0022.wav,36.75
Speech Directed at Others,0005_0024.wav,37.5
Speech Directed at Others,0005_0026.wav,39.8
Speech Directed at Others,0005_0030.wav,37.6
Speech Directed at Others,0005_0032.wav,38.85
Speech Directed at Others,0006_0005.wav,35.9
Speech Directed at Others,0006_0006.wav,38.45
Speech Directed at Others,0006_0007.wav,40.05
Speech Directed at Others,0006_0009.wav,32.85
Speech Directed at Others,0006_0013.wav,33.75
Speech Directed at Others,0006_0018.wav,39.0
Speech Directed at Others,0006_0023.wav,39.05
Speech Directed at Others,0006_0026.wav,44.35
Speech Directed at Others,0006_0029.wav,38.1
Speech Directed at Others,0006_0035.wav,42.4
Speech Directed at Others,0007_0001.wav,36.3
Speech Directed at Others,0007_0002.wav,41.45
Speech Directed at Others,0007_0004.wav,38.9
Speech Directed at Others,0007_0005.wav,37.05
Speech Directed at Others,0007_0008.wav,40.9
Speech Directed at Others,0007_0009.wav,36.85
Speech Directed at Others,0007_0024.wav,36.95
Speech Directed at Others,0007_0025.wav,36.6
Speech Directed at Others,0007_0028.wav,39.5
Speech Directed at Others,0007_0034.wav,34.45
Speech Directed at Others,0008_0003.wav,35.45
Speech Directed at Others,0008_0004.wav,40.1
Speech Directed at Others,0008_0005.wav,43.95
Speech Directed at Others,0008_0007.wav,43.8
Speech Directed at Others,0008_0015.wav,38.55
Speech Directed at Others,0008_0017.wav,41.9
Speech Directed at Others,0008_0022.wav,37.6
Speech Directed at Others,0008_0031.wav,43.55
Speech Directed at Others,0008_0034.wav,39.9
Speech Directed at Others,0008_0035.wav,40.9
Speech Directed at Others,0009_0001.wav,35.7
Speech Directed at Others,0009_0010.wav,41.4
Speech Directed at Others,0009_0015.wav,44.0
Speech Directed at Others,0009_0017.wav,36.95
Speech Directed at Others,0009_0020.wav,36.25
Speech Directed at Others,0009_0021.wav,36.2
Speech Directed at Others,0009_0025.wav,36.3
Speech Directed at Others,0009_0027.wav,39.4
Speech Directed at Others,0009_0028.wav,39.45
Speech Directed at Others,0009_0034.wav,41.05
Speech Directed at Others,0010_0004.wav,34.65
Speech Directed at Others,0010_0006.wav,33.7
Speech Directed at Others,0010_0007.wav,36.9
Speech Directed at Others,0010_0013.wav,39.1
Speech Directed at Others,0010_0014.wav,36.35
Speech Directed at Others,0010_0022.wav,33.9
Speech Directed at Others,0010_0028.wav,37.65
Speech Directed at Others,0010_0031.wav,31.55
Speech Directed at Others,0010_0032.wav,31.85
Speech Directed at Others,0010_0033.wav,42.35
Speech Directed at Others,clean_0001_0004.wav,24.95
Speech Directed at Others,clean_0001_0010.wav,22.45
Speech Directed at Others,clean_0001_0011.wav,27.15
Speech Directed at Others,clean_0001_0015.wav,23.15
Speech Directed at Others,clean_0001_0017.wav,25.8
Speech Directed at Others,clean_0001_0023.wav,26.55
Speech Directed at Others,clean_0001_0025.wav,21.35
Speech Directed at Others,clean_0001_0026.wav,24.15
Speech Directed at Others,clean_0001_0028.wav,23.55
Speech Directed at Others,clean_0001_0032.wav,23.2
Speech Directed at Others,clean_0002_0002.wav,29.35
Speech Directed at Others,clean_0002_0010.wav,25.2
Speech Directed at Others,clean_0002_0012.wav,25.4
Speech Directed at Others,clean_0002_0014.wav,26.95
Speech Directed at Others,clean_0002_0018.wav,28.1
Speech Directed at Others,clean_0002_0023.wav,27.6
Speech Directed at Others,clean_0002_0025.wav,26.95
Speech Directed at Others,clean_0002_0029.wav,23.9
Speech Directed at Others,clean_0002_0033.wav,25.85
Speech Directed at Others,clean_0002_0034.wav,27.25
Speech Directed at Others,clean_0003_0012.wav,23.5
Speech Directed at Others,clean_0003_0014.wav,26.1
Speech Directed at Others,clean_0003_0018.wav,25.25
Speech Directed at Others,clean_0003_0020.wav,25.3
Speech Directed at Others,clean_0003_0022.wav,26.45
Speech Directed at Others,clean_0003_0024.wav,29.4
Speech Directed at Others,clean_0003_0025.wav,27.8
Speech Directed at Others,clean_0003_0026.wav,29.85
Speech Directed at Others,clean_0003_0030.wav,29.6
Speech Directed at Others,clean_0003_0034.wav,26.45
Speech Directed at Others,clean_0004_0002.wav,26.55
Speech Directed at Others,clean_0004_0005.wav,28.75
Speech Directed at Others,clean_0004_0009.wav,27.8
Speech Directed at Others,clean_0004_0014.wav,28.4
Speech Directed at Others,clean_0004_0016.wav,24.7
Speech Directed at Others,clean_0004_0022.wav,26.75
Speech Directed at Others,clean_0004_0025.wav,25.85
Speech Directed at Others,clean_0004_0029.wav,28.25
Speech Directed at Others,clean_0004_0032.wav,29.55
Speech Directed at Others,clean_0004_0035.wav,26.9
Speech Directed at Others,clean_0005_0003.wav,26.85
Speech Directed at Others,clean_0005_0004.wav,27.35
Speech Directed at Others,clean_0005_0006.wav,29.2
Speech Directed at Others,clean_0005_0010.wav,25.75
Speech Directed at Others,clean_0005_0012.wav,28.4
Speech Directed at Others,clean_0005_0022.wav,26.15
Speech Directed at Others,clean_0005_0024.wav,27.45
Speech Directed at Others,clean_0005_0026.wav,29.35
Speech Directed at Others,clean_0005_0030.wav,27.0
Speech Directed at Others,clean_0005_0032.wav,28.3
Speech Directed at Others,clean_0006_0005.wav,26.4
Speech Directed at Others,clean_0006_0006.wav,27.1
Speech Directed at Others,clean_0006_0007.wav,28.25
Speech Directed at Others,clean_0006_0009.wav,22.3
Speech Directed at Others,clean_0006_0013.wav,22.95
Speech Directed at Others,clean_0006_0018.wav,25.95
Speech Directed at Others,clean_0006_0023.wav,26.5
Speech Directed at Others,clean_0006_0026.wav,32.55
Speech Directed at Others,clean_0006_0029.wav,28.75
Speech Directed at Others,clean_0006_0035.wav,29.65
Speech Directed at Others,clean_0007_0001.wav,24.75
Speech Directed at Others,clean_0007_0002.wav,26.85
Speech Directed at Others,clean_0007_0004.wav,25.3
Speech Directed at Others,clean_0007_0005.wav,23.45
Speech Directed at Others,clean_0007_0008.wav,30.3
Speech Directed at Others,clean_0007_0009.wav,25.85
Speech Directed at Others,clean_0007_0024.wav,24.5
Speech Directed at Others,clean_0007_0025.wav,25.65
Speech Directed at Others,clean_0007_0028.wav,25.85
Speech Directed at Others,clean_0007_0034.wav,24.75
Speech Directed at Others,clean_0008_0003.wav,23.45
Speech Directed at Others,clean_0008_0004.wav,27.85
Speech Directed at Others,clean_0008_0005.wav,31.05
Speech Directed at Others,clean_0008_0007.wav,30.6
Speech Directed at Others,clean_0008_0015.wav,27.15
Speech Directed at Others,clean_0008_0017.wav,28.85
Speech Directed at Others,clean_0008_0022.wav,24.55
Speech Directed at Others,clean_0008_0031.wav,31.05
Speech Directed at Others,clean_0008_0034.wav,24.75
Speech Directed at Others,clean_0008_0035.wav,28.55
Speech Directed at Others,clean_0009_0001.wav,25.75
Speech Directed at Others,clean_0009_0010.wav,29.05
Speech Directed at Others,clean_0009_0015.wav,30.25
Speech Directed at Others,clean_0009_0017.wav,24.35
Speech Directed at Others,clean_0009_0020.wav,25.45
Speech Directed at Others,clean_0009_0021.wav,25.35
Speech Directed at Others,clean_0009_0025.wav,24.55
Speech Directed at Others,clean_0009_0027.wav,26.55
Speech Directed at Others,clean_0009_0028.wav,27.35
Speech Directed at Others,clean_0009_0034.wav,28.65
Speech Directed at Others,clean_0010_0004.wav,24.3
Speech Directed at Others,clean_0010_0006.wav,26.55
Speech Directed at Others,clean_0010_0007.wav,25.9
Speech Directed at Others,clean_0010_0013.wav,26.25
Speech Directed at Others,clean_0010_0014.wav,24.7
Speech Directed at Others,clean_0010_0022.wav,21.6
Speech Directed at Others,clean_0010_0028.wav,25.15
Speech Directed at Others,clean_0010_0031.wav,20.7
Speech Directed at Others,clean_0010_0032.wav,25.05
Speech Directed at Others,clean_0010_0033.wav,26.95
Third-party Speech_after,0001_0011.wav,28.87
Third-party Speech_after,0001_0014.wav,24.45
Third-party Speech_after,0001_0015.wav,30.01
Third-party Speech_after,0001_0026.wav,32.42
Third-party Speech_after,0001_0029.wav,30.34
Third-party Speech_after,0001_0036.wav,32.24
Third-party Speech_after,0002_0007.wav,32.69
Third-party Speech_after,0002_0036.wav,26.52
Third-party Speech_after,0002_0047.wav,27.66
Third-party Speech_after,0003_0004.wav,26.93
Third-party Speech_after,0003_0027.wav,26.41
Third-party Speech_after,0003_0030.wav,27.94
